Date,,Berri1,Boyer,Boyer 2,Brébeuf,Christophe-Colomb,CSC (Côte Sainte-Catherine),Eco-Display Parc Stanley,Eco-Totem - Métro Laurier,Edmond Valade,Gouin / Lajeunesse,Maisonneuve_2,Maisonneuve_3,Notre-Dame,Parc,PierDup,Pont Jacques-Cartier,Rachel / Hôtel de Ville,Rachel / Papineau,René-Lévesque,Saint-Antoine,Saint-Laurent/Bellechasse,Saint-Urbain,Viger
10/07/2018,00:00,6443,5008,3328,5409,1664,2451,1335,4315,65,661,7198,2338,2552,3872,2355,3021,4287,6390,1426,880,9150,2833,
11/07/2018,00:00,7021,5227,3363,6000,1818,2725,1657,4610,116,729,7324,2432,2761,3952,3233,3924,4516,7240,1609,916,9008,3055,
12/07/2018,00:00,6743,4951,3270,5623,1839,2640,1531,4667,90,716,7364,2329,2704,3784,2767,3284,4211,6707,1549,838,9135,2999,
13/07/2018,00:00,6104,4494,2848,5164,1490,2161,1392,4303,68,619,5989,1973,2249,3370,2443,2814,4139,6096,1312,731,8097,2719,
14/07/2018,00:00,4265,3505,1913,3597,989,1111,1152,3147,45,403,3854,1097,1497,1531,2034,1962,3380,4645,885,315,5334,1782,
15/07/2018,00:00,4210,3882,2268,3839,1318,1279,1867,3307,62,454,3890,1282,1738,1551,2598,3110,3804,5159,828,272,5115,1886,
16/07/2018,00:00,5370,3967,2651,4752,1498,2347,1301,3915,68,606,6640,2092,2323,3381,2263,2685,3588,5953,1328,798,6907,2406,
17/07/2018,00:00,4758,3379,1957,4091,875,1914,907,3795,71,485,5830,1794,1715,3057,1409,1924,3435,5110,1011,670,6904,2220,
18/07/2018,00:00,6967,5142,3338,5946,1922,2636,1914,4524,103,758,7626,2407,3084,4041,3377,3600,4745,7200,1729,947,8991,3314,
19/07/2018,00:00,6335,4862,3075,5362,1622,2437,1605,4584,91,705,7433,2416,2814,3813,2591,3428,4331,6632,1575,870,9075,3292,
20/07/2018,00:00,5706,4322,2784,4936,1467,2060,1470,4439,71,621,6295,1982,2403,3266,2347,2950,4011,6062,1343,709,7798,2459,
21/07/2018,00:00,4351,3811,2342,4074,1389,1202,1950,3328,44,496,4180,1371,1599,1677,3151,2843,3474,5031,854,357,5470,1838,
22/07/2018,00:00,1949,1817,1125,1913,507,746,804,1930,40,243,2210,775,720,972,912,1404,1981,2377,360,148,3211,996,
23/07/2018,00:00,4592,3266,2112,3843,1034,2019,1140,3252,58,482,5772,1849,1970,3012,1678,2315,3284,4835,1102,680,6512,2099,
24/07/2018,00:00,4333,3007,1851,3706,866,1833,798,3280,41,363,5323,1686,1622,2914,1080,1699,2821,4394,939,637,6249,1990,
25/07/2018,00:00,2242,1390,884,1774,346,899,186,2073,26,163,2831,791,920,1571,456,1014,1452,2347,544,315,3106,1173,
26/07/2018,00:00,4641,3439,2115,3899,1011,1817,1225,3487,43,540,5517,1642,1786,2934,1681,2291,3185,4852,1019,597,6794,2032,
27/07/2018,00:00,4964,3758,2290,4292,1098,1874,1236,4066,43,528,6127,1833,2133,2845,1681,2480,3763,5532,1135,622,7168,2249,
28/07/2018,00:00,4193,3741,2222,3825,1250,1248,1731,3038,56,449,4126,1354,1590,1601,2767,2786,3270,4403,905,397,5182,1736,
29/07/2018,00:00,4205,3496,2261,3674,1437,1331,2223,2975,55,520,4471,1466,1600,1862,3004,3223,3937,4567,863,308,5412,1680,
30/07/2018,00:00,5391,4220,2799,4988,1566,2349,1750,4053,96,657,6458,2159,2582,3543,2440,3175,3908,5580,1433,797,7691,2399,
31/07/2018,00:00,6119,4690,3101,5377,1628,2583,1702,4282,94,698,7094,2190,2701,3645,2619,3214,3890,6093,1494,756,8119,2843,
01/08/2018,00:00,4917,3499,2319,4172,988,1991,952,3689,51,459,6147,1819,1967,3058,1577,2096,3246,5034,1101,691,6853,2289,
02/08/2018,00:00,5530,3897,2542,4491,1222,2189,1254,4210,82,529,6805,2038,2066,3370,2015,2541,3696,5558,1290,802,7819,2514,
03/08/2018,00:00,5219,3941,2494,4409,1146,1921,1303,3805,37,554,5964,1783,1962,2898,2119,3077,3705,5394,1079,728,7261,2509,296
04/08/2018,00:00,3126,2811,1569,2821,732,957,1058,2502,21,354,3235,1020,1139,1200,1845,2906,2591,3613,586,305,4195,1398,397
05/08/2018,00:00,3681,3262,2045,3415,1174,1147,1733,2873,60,599,3452,1159,1367,1528,2620,3005,3267,4129,659,304,4864,1641,427
06/08/2018,00:00,4515,3326,2138,3953,1074,1781,967,3476,44,455,5435,1587,1756,2718,1738,2277,2715,4837,1039,702,6045,2241,895
07/08/2018,00:00,3770,2691,1770,3147,843,1502,838,3104,51,390,4775,1353,1367,2383,1028,1656,2688,4262,730,503,5452,1973,635
08/08/2018,00:00,4462,2917,2049,3554,1006,1853,1090,3331,32,424,5593,1690,1752,2750,1529,2129,2871,4672,1067,678,6528,2346,881
09/08/2018,00:00,5603,3825,2455,4341,1100,2119,1178,3959,56,499,6275,1805,1850,3063,1565,2406,3546,5330,1151,730,7665,2540,965
10/08/2018,00:00,5327,4421,2795,4712,1429,2002,1606,4069,82,579,6307,1968,2122,2998,2262,3101,3630,5958,1281,721,8050,2533,912
11/08/2018,00:00,4170,3948,2492,3620,1357,1259,1801,3271,44,523,3870,1377,1495,1580,2700,2830,3227,4754,848,354,5771,1715,429
12/08/2018,00:00,3776,3573,2128,3454,1274,1194,1996,3033,57,514,3557,1305,1391,1531,2446,2619,3432,4333,775,302,5294,1683,452
13/08/2018,00:00,5057,4001,2788,3922,1403,2297,1293,3765,69,566,6226,2025,2074,3234,1921,2701,3478,5671,1219,786,7151,2590,962
14/08/2018,00:00,5266,4053,2568,4516,1251,2406,1082,4009,46,518,6715,1991,2061,3336,1725,2559,3446,5617,1157,776,7049,2654,968
15/08/2018,00:00,4998,3841,2503,4510,1156,2164,1065,3869,37,500,6432,1884,1848,3155,1435,2310,3185,5498,1119,728,7127,2524,988
16/08/2018,00:00,5876,4645,3108,5361,1566,2492,1741,4390,83,696,7156,2235,2337,3488,2536,3079,3942,6378,1384,806,8515,2907,1095
17/08/2018,00:00,2777,1989,1300,2245,462,1058,347,2527,21,195,3640,1049,955,1734,504,1114,2007,3113,577,361,4363,1563,541
18/08/2018,00:00,4294,3650,2230,3642,1284,1165,1769,3068,66,468,3835,1354,1567,1557,2475,2433,3325,4756,844,417,5053,1717,524
19/08/2018,00:00,4428,3873,2495,4056,1527,1282,1880,3006,55,579,4296,1427,1666,1684,2733,2784,3668,4879,996,371,5088,1723,422
20/08/2018,00:00,5534,4268,2896,5083,1486,2372,1330,3989,97,604,6665,2205,2206,3504,2409,3031,3738,5940,1228,811,7882,2577,1033
21/08/2018,00:00,5926,4339,3005,4882,1562,2563,1251,3998,65,667,6763,2159,2204,3507,2150,3048,3572,5882,1285,873,8041,2696,1139
22/08/2018,00:00,3658,2635,1753,3090,769,1622,469,3178,62,308,4671,1382,1211,2417,853,1579,2528,4091,724,574,5400,1912,661
23/08/2018,00:00,6229,4715,3224,5292,1695,2721,1483,4461,89,680,7053,2370,2318,3625,2581,3553,4033,6521,1363,866,8584,2822,1128
24/08/2018,00:00,5557,4441,2976,4828,1560,2327,1321,4482,89,582,6665,2047,1904,3280,2227,3057,3951,6333,1106,743,8122,2451,878
25/08/2018,00:00,4306,4173,2603,3800,1418,1358,1801,3328,49,513,4058,1403,1337,1696,2515,2667,3489,5001,725,456,5509,1845,508
26/08/2018,00:00,2178,2140,1202,1839,615,836,789,2062,38,244,2528,676,642,974,800,1295,2210,3144,363,233,3201,1152,298
27/08/2018,00:00,5265,4167,2947,4795,1683,2787,1409,4037,68,584,6526,2102,2018,3524,2016,3060,3791,5789,1163,778,7963,2445,997
28/08/2018,00:00,5035,3791,2424,4285,1153,2735,824,1494,55,428,6152,1919,1714,3269,1435,2304,3297,5483,1051,612,7452,2398,852
29/08/2018,00:00,4478,3302,2282,3993,1126,2401,929,3923,51,385,6008,1851,1606,3079,1075,2122,3090,5585,974,614,7075,2216,884
30/08/2018,00:00,5777,4619,3060,5167,1564,3123,1329,4670,78,619,6982,2270,2062,3755,1972,3123,4290,6393,1222,785,9095,2843,1019
31/08/2018,00:00,5564,4557,3009,4724,1608,2636,1387,4502,65,588,6647,2206,2005,3473,1935,2921,4058,6174,1184,703,8560,2870,986
01/09/2018,00:00,3480,3170,1829,3082,955,1151,1423,2860,63,371,3603,1143,1096,1538,2189,2269,3162,4293,611,228,5091,1572,452
02/09/2018,00:00,1679,1548,900,1428,458,671,678,1579,27,176,2000,612,498,821,793,1019,1808,2217,260,126,2936,899,216
03/09/2018,00:00,2020,1775,1138,1724,519,822,852,1943,42,222,2302,887,554,1007,1280,1319,1988,2556,326,176,3154,910,271
04/09/2018,00:00,6770,4747,3254,5462,1724,4048,288,4582,70,696,8399,2664,2261,4490,2246,3313,4405,6743,1268,859,9527,2923,1057
05/09/2018,00:00,6076,4412,2869,5118,1467,3761,394,4561,65,601,7929,2360,2001,4248,1625,2846,3889,6211,1156,723,8706,2762,932
06/09/2018,00:00,6597,4574,3096,5292,1593,3749,1181,4799,71,571,8190,2424,2054,4321,1651,3054,4267,6685,1239,844,9268,2947,1018
07/09/2018,00:00,6530,4628,3127,5244,1713,3280,1427,4773,57,626,7829,2423,2024,3975,2127,3114,4363,6743,1142,781,8962,2359,1052
08/09/2018,00:00,4026,3699,2238,3399,1296,1516,1406,3516,64,477,4003,1431,1200,1607,2126,2585,3587,4753,660,293,5856,2016,463
09/09/2018,00:00,3227,3446,2047,2957,1244,1545,1508,2998,34,407,3343,1195,978,1857,1763,2367,4008,4416,562,251,5166,1811,325
10/09/2018,00:00,4340,2854,1923,3476,1022,2668,597,3344,54,376,5677,1638,1339,3263,905,1849,3008,4495,813,577,5722,2195,703
11/09/2018,00:00,3718,2463,1596,2919,698,2286,453,3018,36,278,4903,1291,1070,2747,720,1486,2641,4020,576,462,5081,1688,522
12/09/2018,00:00,6240,4423,3083,5120,1576,3730,1316,4505,93,645,8122,2383,2156,4167,1747,3044,4221,6392,1243,802,8146,2675,939
13/09/2018,00:00,6604,4831,3271,5567,1732,3924,1479,4753,92,666,8267,2510,2230,4508,2097,3062,4557,6849,1345,869,9207,2834,1175
14/09/2018,00:00,5790,4625,3023,5176,1503,3229,1211,4648,88,643,7675,2323,2046,4065,1847,2864,4350,6599,1211,735,8535,2864,965
15/09/2018,00:00,4318,3922,2399,3665,1130,1559,1392,3359,55,488,4346,1472,1179,1749,1987,1977,3777,4941,689,295,6135,1876,476
16/09/2018,00:00,3611,3593,2376,3402,1376,1347,1947,3059,69,494,3865,1397,1221,1710,2307,2539,3817,4644,652,290,5607,1645,415
17/09/2018,00:00,5913,4345,3016,5255,1601,3602,1285,4378,72,627,7817,2407,2155,4271,1825,2943,4101,6105,1217,850,8668,2622,1060
18/09/2018,00:00,5821,3831,2813,4704,1448,3548,950,4162,60,519,3206,2214,1973,4184,1339,2697,3893,5885,1134,768,8126,2488,941
19/09/2018,00:00,5679,3791,2719,4491,1444,3267,931,4203,70,570,0,2109,1757,4191,1340,2561,3873,5743,1043,747,7594,2797,894
20/09/2018,00:00,5229,3682,2611,4161,1293,3206,696,4096,66,494,0,2023,1756,3850,1121,2426,3806,5494,1037,746,7416,2700,911
21/09/2018,00:00,2081,1400,989,1733,380,1109,175,2196,30,132,0,700,607,1575,281,796,1783,2483,320,306,2993,1114,381
22/09/2018,00:00,3114,2855,1788,2794,883,1143,872,2933,37,329,0,1141,882,1479,1294,1991,3013,3991,517,218,4731,1636,387
23/09/2018,00:00,1801,2528,1422,2217,754,1020,1006,2597,49,296,0,872,666,1335,1096,1559,2451,3150,391,227,4113,1384,221
24/09/2018,00:00,4640,3236,2249,645,1107,2841,624,3575,49,436,0,1772,1443,3580,1051,2254,3230,5017,875,639,6672,2306,768
25/09/2018,00:00,2352,1507,1033,879,511,1548,133,2162,21,178,0,880,672,2053,312,979,1700,2710,442,375,3175,1422,421
26/09/2018,00:00,2846,1842,1253,2265,594,1842,202,2790,29,200,0,1123,827,2445,370,1050,2248,3104,512,388,4417,1892,503
27/09/2018,00:00,5378,3694,2534,3559,1274,3155,834,4055,57,507,3391,2034,1646,3999,1406,2548,3854,5463,1049,637,7355,3141,876
28/09/2018,00:00,4952,3708,2399,4121,1224,2728,931,4207,78,483,6457,1938,1474,3583,1525,2353,3497,5328,926,633,7302,3001,794
29/09/2018,00:00,2808,2592,1718,2570,725,1086,632,2684,26,250,2944,912,684,1467,1011,1551,2297,3508,365,195,4548,1690,268
30/09/2018,00:00,2126,2009,1279,1934,475,814,385,2220,36,175,2612,755,452,1216,782,1280,1768,2762,300,186,3525,946,219
01/10/2018,00:00,3908,2932,2149,3093,866,1931,520,3437,45,388,4771,1524,1337,2968,924,1988,2480,4226,839,564,5705,2345,688
02/10/2018,00:00,1701,1134,824,1249,328,1007,86,1711,9,103,2236,645,431,1476,189,634,1089,1970,236,218,2589,993,237
03/10/2018,00:00,4043,2735,1901,2917,903,2258,420,3194,47,396,5344,1639,1207,3213,878,2103,2081,4092,740,465,5435,2380,698
04/10/2018,00:00,3279,2304,1605,2528,735,2000,407,3073,34,252,4544,1254,996,2750,583,1506,2427,3814,621,500,4926,1983,554
05/10/2018,00:00,3579,2669,1798,2932,826,1966,417,3078,38,338,4714,1406,1141,2879,850,1857,2574,4013,652,479,5538,2287,643
06/10/2018,00:00,1423,1341,928,1520,324,598,200,1730,25,153,1449,544,393,805,409,809,1656,2098,229,110,2795,1023,157
07/10/2018,00:00,1505,1401,870,1391,387,555,350,1415,27,145,1768,494,376,731,545,890,1502,1854,219,126,2488,921,150
08/10/2018,00:00,912,1075,647,1002,250,436,303,1182,31,144,1204,347,282,604,418,695,1270,1492,153,52,1768,714,99
09/10/2018,00:00,4385,2939,2044,3469,969,2407,786,3461,58,438,5671,1731,1380,3213,1255,2056,3231,4690,820,465,6174,2476,637
10/10/2018,00:00,2819,1773,1212,2051,505,1536,148,2449,26,198,3797,1024,756,2325,342,1068,2113,3027,465,400,4304,1667,476
11/10/2018,00:00,1887,1301,935,1515,366,1075,99,1890,15,109,2746,716,512,1790,194,704,1626,2250,282,270,3110,1302,290
12/10/2018,00:00,3318,2418,1678,2809,821,1873,405,2849,24,303,4672,1397,1077,2583,728,1624,2630,3908,686,444,5336,2097,585
13/10/2018,00:00,1537,1570,1010,1419,359,825,248,1875,18,134,2076,613,327,1044,486,954,1902,2344,202,121,2960,1228,178
14/10/2018,00:00,1670,1889,1111,1743,518,887,555,1835,35,270,2085,691,520,1095,969,1324,2421,2596,278,141,3292,1264,208
15/10/2018,00:00,2273,1471,1059,1809,505,1519,131,2067,31,190,2923,912,783,1916,364,1057,1608,2574,539,311,3569,1557,406
16/10/2018,00:00,3364,2189,1550,2615,706,2120,176,2691,28,276,4378,1293,951,2683,521,1440,2442,3582,583,466,4996,1944,522
17/10/2018,00:00,2868,2010,1442,2251,613,1782,202,2695,36,255,3981,1195,882,2368,392,1277,2103,3203,527,400,4620,1647,452
18/10/2018,00:00,2894,2042,1461,2249,590,1733,195,2611,14,210,3767,1142,804,2298,398,1189,2085,3019,545,409,4627,1720,427
19/10/2018,00:00,3456,2481,1589,2737,813,1862,416,2816,41,327,4349,1342,976,2459,812,1551,2609,3736,611,465,5476,2074,591
20/10/2018,00:00,1530,1508,853,1288,261,644,160,1717,35,99,2030,551,315,862,335,742,1723,2133,386,138,2988,1038,226
21/10/2018,00:00,1136,1159,690,1006,232,494,131,1360,14,88,1421,382,262,728,215,559,1249,1557,318,103,2137,851,180
22/10/2018,00:00,2668,1855,1284,2205,605,1455,227,1337,25,278,3717,1133,895,2399,481,1364,1955,3110,1128,379,7752,1967,501
23/10/2018,00:00,2756,1973,1395,2235,613,1511,257,2844,18,280,4065,1194,865,2424,514,1460,2163,3242,1176,393,7054,2008,515
24/10/2018,00:00,2008,1382,1022,1662,474,1121,178,2290,24,189,3040,851,636,1897,256,968,1740,2586,826,315,6247,1439,353
25/10/2018,00:00,2574,1838,1311,2164,578,1386,210,2765,27,253,3651,1144,857,2380,496,1305,2151,3138,717,376,6386,1910,562
26/10/2018,00:00,2504,1825,1245,2029,545,1328,202,2809,18,251,3513,1049,762,2104,409,1280,2099,3000,469,315,4133,1612,463
27/10/2018,00:00,868,927,547,810,173,447,66,1329,7,72,1114,329,171,595,134,398,1158,1428,118,88,2008,769,110
28/10/2018,00:00,398,409,291,408,87,193,14,760,5,27,701,162,96,301,33,164,561,650,41,37,878,347,55
29/10/2018,00:00,1680,1118,791,1402,337,1163,88,2102,5,137,2298,684,558,1540,225,730,1308,2017,309,238,2705,1007,292
30/10/2018,00:00,2783,1740,1204,2112,550,1722,190,2619,5,250,3544,1090,804,2262,438,1160,1964,3017,510,379,4033,1499,499
31/10/2018,00:00,1511,940,688,1219,274,976,62,1877,7,118,2030,610,447,1299,182,653,1180,1818,302,195,2411,941,281
01/11/2018,00:00,2162,1517,991,1728,397,1345,165,2523,14,208,3070,938,580,1712,327,961,1702,2620,384,305,3462,1301,423
02/11/2018,00:00,1342,925,641,1079,218,740,47,1894,2,87,1895,528,328,1001,129,405,1179,1735,213,193,2330,828,237
03/11/2018,00:00,506,485,285,467,63,229,15,826,1,29,639,192,124,282,32,152,599,805,65,33,884,398,67
04/11/2018,00:00,1387,1295,769,1105,246,522,267,1525,26,142,1355,533,365,710,445,779,1505,1596,204,108,2177,799,140
05/11/2018,00:00,1588,1040,761,1354,292,1067,73,1983,13,161,2209,654,544,1490,223,711,1201,1983,335,252,2620,979,328
06/11/2018,00:00,1531,998,692,1284,336,1025,97,2015,13,137,2172,587,486,1338,179,552,1286,2017,306,236,2341,945,280
07/11/2018,00:00,2361,1532,1147,1865,440,1459,153,2576,23,215,3254,970,628,1978,338,922,1758,2571,404,294,3664,1397,425
08/11/2018,00:00,2331,1590,1049,1879,438,1478,177,2572,25,217,3238,942,643,1969,358,1018,1895,2705,467,322,3693,1538,413
09/11/2018,00:00,1539,1058,750,1273,288,984,83,1897,10,140,2066,633,403,1359,163,581,1383,1896,299,181,2525,986,312
10/11/2018,00:00,802,546,335,636,101,311,24,1019,6,37,909,234,124,460,76,214,896,1029,89,60,1366,618,93
11/11/2018,00:00,645,592,414,640,108,369,76,1055,9,44,878,291,139,476,85,273,729,978,69,57,1407,442,77
12/11/2018,00:00,1580,1089,693,1401,309,1146,114,1981,6,152,2307,706,472,1527,221,672,1304,2064,293,241,2680,1022,309
13/11/2018,00:00,0,669,413,839,99,709,14,1448,1,51,1531,443,265,1069,90,375,935,1421,171,191,1630,672,183
14/11/2018,00:00,0,633,434,836,114,708,31,1403,7,58,1507,445,258,972,101,347,826,1268,193,162,1698,681,222
15/11/2018,00:00,0,777,539,1023,127,732,33,1506,6,84,1561,478,291,934,110,439,874,1467,192,168,1934,710,240
16/11/2018,00:00,266,286,200,66,40,113,2,534,4,37,489,129,85,152,11,11,336,611,38,34,600,135,44
17/11/2018,00:00,207,173,148,0,27,64,0,371,0,12,319,84,45,110,14,4,295,412,25,22,430,75,40
18/11/2018,00:00,179,211,171,3,27,81,3,404,0,29,301,82,35,145,22,14,253,419,28,33,453,33,39
19/11/2018,00:00,565,381,343,9,104,324,1,723,0,79,812,238,158,426,16,10,460,893,104,96,974,223,113
20/11/2018,00:00,494,344,309,7,105,234,1,599,3,67,636,180,123,323,13,4,408,788,78,50,745,59,51
21/11/2018,00:00,539,331,295,4,75,199,0,559,0,50,614,174,132,243,6,8,317,723,80,67,713,56,27
22/11/2018,00:00,500,293,260,4,76,211,0,593,5,48,628,154,111,286,5,3,345,692,68,75,718,33,65
23/11/2018,00:00,500,324,283,9,87,222,0,557,1,54,615,183,119,249,5,8,371,704,72,70,780,62,70
24/11/2018,00:00,234,214,161,11,45,115,7,438,5,30,345,122,36,142,19,2,332,505,29,23,513,88,27
25/11/2018,00:00,119,154,120,10,16,67,0,291,1,16,209,55,25,78,11,4,189,298,25,16,295,53,19
26/11/2018,00:00,567,404,141,23,117,405,0,752,1,81,792,242,164,492,15,9,478,891,113,77,2275,290,113
27/11/2018,00:00,504,337,277,14,63,252,0,622,4,54,551,133,113,325,17,5,343,690,76,72,2989,139,54
28/11/2018,00:00,537,349,314,5,80,302,0,714,2,64,696,214,138,400,11,9,420,815,93,103,3954,164,111
29/11/2018,00:00,717,486,389,7,111,441,1,951,1,92,951,285,180,566,42,172,533,1021,112,96,5746,312,142
30/11/2018,00:00,677,462,366,6,111,398,1,913,5,100,1014,301,182,573,38,259,550,1064,123,107,1179,375,143
01/12/2018,00:00,294,266,237,4,42,158,7,527,8,55,473,179,68,188,33,113,412,619,43,39,726,212,51
02/12/2018,00:00,140,117,115,2,15,74,6,317,3,7,202,60,32,90,11,5,166,324,23,18,294,78,33
03/12/2018,00:00,521,345,302,27,87,316,5,682,5,58,677,239,145,432,19,4,381,779,91,72,799,228,113
04/12/2018,00:00,668,429,344,19,114,364,3,805,3,81,848,294,141,510,16,44,476,893,102,90,998,303,141
05/12/2018,00:00,639,408,325,25,107,355,10,745,2,71,837,285,157,474,36,123,426,873,119,105,1014,241,116
06/12/2018,00:00,625,419,318,23,100,366,2,759,3,70,752,238,147,411,23,14,428,836,86,96,920,258,124
07/12/2018,00:00,514,340,275,10,89,281,2,758,2,55,629,200,138,346,22,4,377,711,71,86,877,285,114
08/12/2018,00:00,182,165,121,12,29,116,0,443,1,15,253,86,17,104,12,7,245,372,17,21,423,120,29
09/12/2018,00:00,167,130,142,12,13,101,4,372,7,12,214,62,41,101,15,3,233,340,18,19,406,96,33
10/12/2018,00:00,534,365,337,10,116,320,5,692,2,56,697,216,156,403,21,8,388,782,114,66,894,250,114
11/12/2018,00:00,602,361,350,16,100,289,3,709,4,51,661,192,157,396,20,10,411,799,95,88,915,209,96
12/12/2018,00:00,581,347,317,27,97,261,6,642,0,54,681,179,147,381,18,7,391,700,90,103,820,127,97
13/12/2018,00:00,498,336,284,8,92,250,0,640,0,41,623,170,129,316,14,8,349,667,72,69,807,126,105
14/12/2018,00:00,462,265,224,12,61,247,0,631,0,41,607,170,113,322,14,3,377,638,76,57,796,200,77
15/12/2018,00:00,296,226,168,4,34,143,17,491,4,25,345,124,65,140,34,7,326,537,44,33,579,154,47
16/12/2018,00:00,257,234,137,8,33,138,19,489,9,31,356,103,46,159,32,48,287,506,30,20,523,139,43
17/12/2018,00:00,542,357,300,11,100,300,4,720,3,63,672,197,156,395,20,70,384,788,118,76,902,212,102
18/12/2018,00:00,474,339,268,6,89,260,7,619,5,50,623,179,148,348,23,106,344,721,86,78,822,137,96
19/12/2018,00:00,481,339,142,7,99,282,10,736,9,57,653,17,145,413,21,89,378,757,101,78,816,211,116
20/12/2018,00:00,543,465,312,9,130,306,20,718,1,74,714,224,169,395,35,134,424,822,100,88,965,242,94
21/12/2018,00:00,259,174,157,6,26,129,3,430,0,35,373,124,66,165,16,0,272,438,49,31,553,156,58
22/12/2018,00:00,152,129,83,4,10,40,5,301,2,21,190,76,28,56,9,0,202,291,21,12,346,83,23
23/12/2018,00:00,135,97,68,2,25,52,12,264,2,15,149,52,19,51,14,0,130,242,21,12,273,77,14
24/12/2018,00:00,100,74,71,1,29,37,11,206,0,13,159,66,36,61,14,0,104,207,21,13,227,55,34
25/12/2018,00:00,37,26,39,1,10,28,5,68,2,11,56,29,29,22,13,0,48,107,5,7,80,23,11
26/12/2018,00:00,81,77,55,0,22,37,7,210,4,13,143,56,34,41,22,2,116,159,17,13,213,69,31
27/12/2018,00:00,177,140,112,1,26,105,8,259,2,10,240,84,50,84,5,0,171,309,34,29,305,104,51
28/12/2018,00:00,103,80,55,1,12,9,1,213,0,4,169,56,26,47,13,0,162,231,19,16,197,45,31
29/12/2018,00:00,103,71,42,1,14,35,0,209,4,1,152,29,17,52,267,1,138,257,11,10,237,69,15
30/12/2018,00:00,112,78,49,1,13,24,2,198,0,27,136,47,30,41,8,0,119,232,27,18,260,63,22
31/12/2018,00:00,95,66,74,3,18,34,9,241,0,8,181,70,26,76,17,1,151,249,32,15,240,71,28
